BENG215,1,mon,13:30,16:20
INF211,1,mon,14:30,17:30,tue,13:30,15:30
ENG346,1,mon,13:30,16:30
MATH113,1,mon,09:30,12:20,wed,13:30,15:20
MATH219,1,fri,14:30,16:20
INAS501,1,wed,13:30,16:30
STEC564,1,mon,9:30,12:20
CSE557,1,tue,13:30,16:20
CSE562,1,tue,09:30,12:20
CSE564,1,thu,13:30,16:20
CSE654,1,mon,13:30,16:20
CSE655,1,tue,16:30,19:00
IE515,1,fri,9:30,12:30
ELEC769,1,tue,9:30,12:30
ME524,1,fri,9:30,12:30
